[2025-10-09 23:44:51] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /home/ateske/codeql-data/Static_Analysis_CodeQL_Info/codeql_python_databases/buggy-clusterfuzz-codeql-db
[2025-10-09 23:44:51] Log file was started late.
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/scripts/other-bots...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/scripts/other-bots/chromium-tests-syncer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/scripts/other-bots/chromium-builder...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/google_cloud_utils...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/metrics...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/config...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/crash_analysis...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/crash_analysis/stack_parsing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/startup...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/ml...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/ml/rnn...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/bin...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/bin/linux...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/bin/mac...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/afl...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/honggfuzz...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/libFuzzer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/libFuzzer/peach...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/fuzzers/syzkaller...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/tasks...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/webserver...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/minimizer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/init_scripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/untrusted_runner...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/tokenizer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/bot/tokenizer/grammars...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/build_management...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/google_cloud_utils...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/metrics...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/ambiguous...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/ambiguous/a...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/aa...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/aa/bb...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/crash_analysis...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/crash_analysis/stack_parsing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/crash_analysis/stack_parsing/stack_analyzer_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/startup...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/ml...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/ml/rnn...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/ml/rnn/data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/ml/rnn/data/model...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/ml/rnn/data/input...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/dictionary_manager_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/data/corpus_with_some_files...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/data/merge_new_corpus...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/data/merge_initial_corpus...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/stats_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/stats_data/input...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/afl/stats_data/output...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/honggfuzz...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/honggfuzz/test_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/run_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/run_data/build_dir...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/data/corpus_with_some_files...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/data/dictionaries...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/data/android...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/data/fuchsia_corpus...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/libFuzzer/libfuzzer_test_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/syzkaller...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/fuzzers/syzkaller/test_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data/shared...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data/build...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data/corpus...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data/quarantine...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/corpus_pruning_task_data/fuchsia...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tasks/component_related_test_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/webserver...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/minimizer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/init_scripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/untrusted_runner...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/untrusted_runner/test_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/untrusted_runner/test_data/test_build...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/bot/tokenizer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/build_manager_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/build_manager_data/rpath_existing_msan...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/build_manager_data/rpath_libfuzzer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/build_manager_data/rpath_prepend_to_existing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/build_manager_data/rpath_new...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/build_management/revisions_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms/fuchsia...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms/android...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms/android/sanitizer_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms/android/logger_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/platforms/android/settings_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/fuzzing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/fuzzing/leak_blacklist_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/local...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/local/butler...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/local/butler/scripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/local/butler/reproduce_tool...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/system...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/system/archive_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/datastore...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/chrome...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/chrome/crash_uploader_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/chrome/build_info_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/query...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/handler_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/issue_management...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/issue_management/monorail...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/issue_management/jira...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/issue_filer_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/common...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/testcase_detail...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/reproduce_tool...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/fuzzer_stats_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/cron...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/cron/helpers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/cron/fuzz_strategy_selection_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/cron/project_setup_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/performance_report...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/performance_report/performance_analyzer_data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/performance_report/performance_analyzer_data/libfuzzer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/performance_report/performance_analyzer_data/libfuzzer/issue_logs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/handlers/performance_report/performance_analyzer_data/libfuzzer/report_logs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/javascripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/test_libs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/test_libs/data...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/fuzzer_utils...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/chromeos...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/linux...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/mac...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/windows...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/fuchsia...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/fuchsia/util...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/platforms/android...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/fuzzing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/system...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/datastore...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/chrome...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/protos...
